id,project_is_approved
p200031,0.9462268660153187
p099283,0.5807087832332269
p012888,0.9666351297410852
p213138,0.7267041704381774
p259594,0.953131876267614
p169939,0.8063392555699224
p189829,0.9099109846564511
p180698,0.9669365778220606
p041111,0.9420570201777965
p108577,0.929853925221653
p024499,0.8332706007021258
p009156,0.9356923751121216
p154797,0.8363699592977152
p019957,0.9225824361563448
p137043,0.9792439536568359
p183936,0.9554387892067459
p143641,0.7804348922677292
p201920,0.5629806164230395
p169193,0.9054708615074301
p215466,0.9166649965150802
p124527,0.7655443945782514
p241030,0.8637583655897976
p252968,0.8632813145518397
p090991,0.7719374877265384
p138331,0.9508425674062041
p199355,0.9323418824210149
p084300,0.9510495324879793
p096238,0.8433480595360926
p081530,0.9215705216762606
p178898,0.9271625737267808
p177763,0.9604082375099511
p175360,0.919355989443203
p218759,0.9417932446529905
p225010,0.9396578424560282
p015130,0.8168009789439731
p161752,0.7708113508583649
p152538,0.9392246883324432
p237080,0.9553329359991121
p199291,0.9676275903147094
p136751,0.971149788010288
p108958,0.979751316581393
p110542,0.8947469774553737
p043509,0.9323806108945313
p251751,0.818308500995732
p241189,0.9684634878222413
p194788,0.9347757433092063
p175510,0.8963978319384254
p113659,0.9192600309470338
p038018,0.7602560361020281
p109620,0.9582690902868294
p198992,0.8136272261035824
p001237,0.7865248971495318
p156569,0.5964529335910387
p183302,0.7338735859742824
p068100,0.6842861197627124
p013384,0.8857885710974835
p189300,0.5879216566776633
p185448,0.9314483284248851
p140668,0.8931046393720898
p070387,0.8455680698989022
p033345,0.9384051547132785
p049875,0.9229868059534556
p112795,0.9124456803179015
p042765,0.8989444044627456
p183727,0.9438137092318438
p258333,0.9797784335612667
p164654,0.9568733842519082
p111121,0.95045965975647
p007364,0.9511610680855702
p235281,0.4659162786516645
p184766,0.9343199966864738
p118290,0.9081251358661857
p134315,0.7638719563007856
p008931,0.8864592482403542
p193216,0.9406198762596472
p099504,0.8335428078582984
p185939,0.8530071217109001
p212541,0.9424361187980088
p057050,0.7563365723698707
p235964,0.8166922008583265
p019799,0.9593156115400536
p226343,0.9338821059835695
p247942,0.9693708685509673
p034876,0.9737859339835057
p127034,0.8814160402378783
p122910,0.9565749365135234
p112781,0.7087366515658321
p167054,0.9631083229900049
p091175,0.9302082440978123
p192661,0.980128444676749
p254171,0.8956998141095871
p056473,0.9584633036383299
p186773,0.9439234168733078
p005448,0.7787543839920664
p127039,0.8995610975577805
p019902,0.973455271938394
p109258,0.9165613915561611
p256814,0.44199089119524837
p086119,0.9732745823077824
p085718,0.8736916140333767
p000341,0.8034087351356052
p153871,0.6875274226194374
p015527,0.9621262007250058
p180082,0.8837221460563187
p114608,0.9625012535207522
p255258,0.8484508141387648
p074885,0.6273242306720342
p158107,0.9281134226860409
p194785,0.6788785629682096
p053919,0.9141300564768702
p118270,0.8177827282671668
p173735,0.9505431737886736
p166438,0.9173313384953474
p229032,0.9233420292208626
p126693,0.948064345636331
p093408,0.8672494528002982
p078376,0.8640377680497086
p256718,0.894255413282921
p257276,0.9197007018614187
p139883,0.9651288558307616
p112417,0.6931526039969269
p006285,0.9829792724631936
p158702,0.9202665709325913
p180517,0.9092913918530676
p103302,0.9550174880606181
p085035,0.8303643359493116
p052579,0.8480170752495664
p034767,0.9021633073615298
p164787,0.4105780504714698
p068805,0.9559176683349536
p099314,0.8112936538917797
p247448,0.692943754419002
p010132,0.9642595371740705
p149889,0.972218672197469
p244732,0.9344545045040087
p132573,0.9416842091269532
p022004,0.949274531168555
p232062,0.8184953901604806
p227193,0.9674053717659756
p001484,0.9232947200688699
p212354,0.29635920595915666
p218435,0.9391829709441719
p070650,0.9593370154655834
p088920,0.6973531608450132
p121609,0.96364237347692
p050858,0.9771684110547957
p132912,0.8277749570519004
p150879,0.6639310859804337
p243365,0.9559073278552175
p114677,0.8650434995840852
p228243,0.9474011583407019
p042290,0.9486390230689814
p104397,0.916476554910442
p042280,0.868933590458035
p137702,0.8945882208871383
p084377,0.9500683761347191
p041654,0.8823798941670773
p119772,0.7700998562913852
p098282,0.7752759178529529
p087508,0.8957315976151532
p107066,0.6417481041969683
p241315,0.5478497490828327
p034181,0.795481894342257
p079792,0.9559561227785182
p206611,0.9447914165729243
p233647,0.9455390006753618
p072113,0.9472914407022064
p085444,0.9211127557120274
p028452,0.9402415690714466
p104178,0.8887835071372191
p097168,0.6275950052809438
p211339,0.9705375755754329
p109077,0.9261306588961258
p074743,0.828522972683432
p207729,0.9015011179125821
p204533,0.9029259030483502
p207665,0.8630989563668854
p217044,0.9247293271274002
p185822,0.9216725967902502
p223903,0.9516011147716352
p253408,0.9419834037576441
p021838,0.8600331934477266
p073176,0.8217261389430635
p097703,0.949101613322674
p177982,0.9675757739589759
p209800,0.9527184699625604
p197472,0.7673883277108781
p176198,0.9491864781800728
p010602,0.977463479167346
p045059,0.9566709256163157
p004465,0.9298575546851154
p201661,0.8610607498723306
p247377,0.8873264818822062
p011839,0.9434854610962542
p181589,0.9170918743726932
p222352,0.9125691191308662
p033095,0.9500347900897685
p152161,0.9627302663628885
p146348,0.5560929885366551
p081351,0.8704559313509685
p104086,0.9718020146828599
p129944,0.9745761991673374
p139971,0.8381030569729315
p019840,0.8229831118726562
p078847,0.9428537448767308
p187359,0.9557481629721055
p014981,0.9787431221414646
p078888,0.8191118908170283
p197493,0.9518420305251898
p223807,0.947766468788587
p175173,0.7193407040245011
p184290,0.9822309200904076
p240381,0.9439069198251904
p192045,0.9628703934464777
p067483,0.9671651573913611
p065985,0.9110701430307948
p097988,0.9335663109048127
p014378,0.929053223595939
p207504,0.9452602733224111
p124497,0.7427749793887164
p041514,0.9324279695979604
p053087,0.9443578572747171
p019766,0.8205051358941562
p042248,0.9093723388404165
p162955,0.8623701825189702
p051634,0.9245665844203985
p042928,0.712402682011732
p218938,0.9408947230585285
p096669,0.7534581387203844
p227913,0.9402106089316671
p128332,0.9025841175738867
p156792,0.8917517720110195
p072391,0.8907366330705093
p185449,0.9167242270217197
p166909,0.875552953488216
p044691,0.9647839670857833
p101409,0.885568004410836
p041121,0.9724374846673598
p238590,0.9726671968486797
p222387,0.8457124474568648
p234051,0.9371215442839699
p144094,0.8930802992547646
p091725,0.7580282868810312
p146744,0.95656071397433
p217132,0.935456113953164
p038548,0.9723331159721991
p163490,0.964489990705572
p064027,0.9143363409788032
p252418,0.905450356634864
p097793,0.8710073518532513
p127908,0.9047715318909171
p033793,0.43744639163329857
p041765,0.9473082712062812
p087059,0.9306422857503481
p139864,0.7176348931760382
p236252,0.9805755529628299
p100085,0.7075809830397528
p099517,0.9040222779842584
p105054,0.9246246668856051
p129742,0.924479103879509
p208479,0.8142948711061828
p216392,0.9037080616159322
p142815,0.9212475882250459
p241790,0.9519816516964059
p056395,0.8392600952058334
p121254,0.95514954469526
p083120,0.9201046275555456
p136618,0.7735508669332314
p060713,0.975757763446566
p178996,0.9341757965940933
p005636,0.950451782634994
p093473,0.9711169876720044
p189408,0.8783729084141367
p037253,0.8377048739677582
p077833,0.9694139491712777
p217127,0.9521164505864563
p035918,0.9489024294345338
p195304,0.8731018892872175
p184006,0.9582768503788245
p053912,0.9678461497557583
p249361,0.9032660140218992
p228033,0.9178910023450813
p120177,0.9337862276462751
p205087,0.9570655730816096
p065516,0.9532359509266446
p251979,0.9641541895920895
p116508,0.8212208925200294
p219918,0.6860497422649171
p147330,0.9316182418949566
p248641,0.8932637922406841
p188743,0.8967038661878132
p232753,0.7280940671347957
p155252,0.9113894148627362
p034381,0.9232907851597719
p000855,0.8738912966831682
p122818,0.9130827601878606
p143606,0.9464744372201398
p219622,0.9418051832364714
p226159,0.45670550391055437
p220735,0.8975429312715446
p224764,0.9151203863459403
p210363,0.7802834033957877
p148574,0.8626411106581804
p212574,0.6644288606409381
p219336,0.9454684347291253
p236757,0.9440023950435691
p113674,0.9580179886678408
p208748,0.9453549789870495
p036325,0.9725903597249476
p001219,0.9530536029622632
p019963,0.9748220812794782
p012286,0.9488948991368631
p128031,0.9151736446519205
p181273,0.9113339720756446
p228160,0.9206366487249878
p198162,0.9581273519292448
p010888,0.9657243329667627
p143333,0.8580637937978699
p241664,0.953809436976935
p105195,0.8451332304000785
p023056,0.5628971757039865
p177916,0.8491657133622048
p009005,0.7790400044432466
p196258,0.9215752114540686
p214997,0.7865913295745234
p137578,0.9475858785409935
p067204,0.9714160373681594
p148065,0.8044865863774995
p146297,0.9015531210000225
p184635,0.8330545580532854
p218157,0.8975124914404837
p226936,0.963251351277035
p026264,0.9448342918626702
p230219,0.8957057038740658
p042040,0.9467637959528783
p031495,0.7632860926638856
p241951,0.8552337803973724
p213119,0.8612200572313198
p058032,0.9165286624933309
p006519,0.9291782355006543
p164910,0.9596824019241836
p174119,0.8156176176142867
p032059,0.9016225015125491
p163776,0.9037274125040767
p096322,0.9343529409335669
p065487,0.6184856911414489
p097627,0.9667795509141875
p055152,0.8457109167103006
p249493,0.9057035224062371
p208294,0.9037916872527001
p015148,0.45443773091163814
p123415,0.9477817699503264
p152876,0.888898595638215
p116942,0.9104529236809256
p068889,0.518160101007169
p085299,0.722025563069273
p079235,0.9047558610702137
p103973,0.9510830266942196
p148248,0.9824672113255228
p211888,0.8532747663799253
p009471,0.9216597280567542
p092215,0.957764263646731
p147914,0.8886678402717436
p223502,0.9575117453747263
p102524,0.8960366398971924
p237245,0.9596920904997536
p048211,0.9548842233582089
p192594,0.8145491987292697
p045414,0.8766639915788709
p046340,0.9828376118395783
p191783,0.9539571469145409
p094757,0.9795028617485098
p038959,0.7931503920971964
p058620,0.8960559475168448
p192466,0.8926529670524939
p197025,0.9627722599365967
p159919,0.9425498773114868
p018322,0.9723714113831822
p108689,0.9605411764150833
p210835,0.890590707684019
p106448,0.9229641840653982
p249270,0.9085358905716904
p016889,0.9128567416413966
p040535,0.7025232364096266
p221436,0.8298600977049884
p252788,0.9271829635288149
p178590,0.930659109649277
p002105,0.8437544323584071
p111215,0.9184278489353657
p153809,0.9722760630353628
p136364,0.9349626513142676
p064316,0.946989034167989
p045197,0.9140780588303613
p124829,0.960988467321024
p209156,0.9838710729591027
p065013,0.7311667897317948
p045231,0.811862467436074
p100288,0.822558722559188
p031464,0.7807654324886852
p113289,0.9561547939311603
p117143,0.644163066634064
p229301,0.4463612876452677
p078655,0.8753524337701128
p224758,0.7728757895369756
p039688,0.83106736780706
p001540,0.969452375331832
p143087,0.8812264809640314
p020642,0.6576079546120552
p124035,0.9304610334509068
p203040,0.9244947135600302
p061998,0.5390451301699268
p235499,0.8906632426236503
p046971,0.699137931042031
p206955,0.9349971759024223
p178452,0.9222566027830714
p142364,0.7665619580038111
p053540,0.9621325530987332
p124937,0.7248058800225691
p119018,0.9170081748942369
p000157,0.9493300959029213
p220155,0.9570573858951018
p137944,0.9792719368376831
p141499,0.8708764936593504
p048850,0.9102645085810556
p200050,0.9439757967594906
p099920,0.9668709904303018
p223762,0.7550087079832022
p021241,0.8627450518684329
p153453,0.9238447785297896
p204229,0.9578993639942835
p002626,0.9434340558447388
p020711,0.9182353386128324
p071519,0.8886198207357989
p204935,0.9403553720018287
p023511,0.9333065064905741
p071406,0.8867440862580679
p030547,0.9672503194177905
p236657,0.3913695578218382
p184656,0.5202505899405525
p067503,0.9637063592000935
p076599,0.9712457390277589
p089074,0.9644811577136656
p055453,0.8954893117114523
p139328,0.7467220924975235
p208968,0.8610856471242899
p002749,0.8367733592591279
p174178,0.9287895829116837
p105305,0.9222799433700745
p245431,0.9578152251248445
p128746,0.8677523165908271
p051923,0.9169628602396012
p175721,0.9014436630104786
p141223,0.9521719742166239
p209236,0.9593390481763808
p167949,0.9529563070804162
p144580,0.7735693036877305
p148508,0.7598892058265088
p040285,0.9565444874334628
p255901,0.9488880392154577
p076050,0.959870314238982
p203493,0.884123165574851
p177206,0.7588359675333298
p246769,0.9594021782278199
p089435,0.9648504936147072
p224769,0.8272494103609308
p020437,0.5986047022747012
p197991,0.8789161585600713
p094460,0.7657685855551777
p249184,0.9416806955864703
p113797,0.9867641083856583
p089926,0.8726935059979409
p043569,0.9003076220205438
p106653,0.8844776751043357
p122795,0.9246938036052701
p168410,0.9594741389692748
p094641,0.9418968332146689
p131396,0.8860182194581121
p145834,0.7702091269372915
p163359,0.9235049938190425
p248284,0.6334343449796471
p198336,0.9674315964190022
p039392,0.9435336175816298
p116103,0.8355753976567213
p007013,0.862039432141802
p246365,0.7401008962176598
p031862,0.7132123629348534
p057169,0.6373978829688232
p113992,0.9595567265570093
p177589,0.9066979796625054
p053595,0.8958299838085241
p195970,0.9379469101663679
p162775,0.9528215408175832
p020715,0.934688489093053
p055399,0.8945009757930487
p170111,0.9477426709073139
p057193,0.7849881354996773
p012815,0.8232669759447508
p060915,0.9632554326592958
p074675,0.9741987916328284
p230410,0.8115814918637984
p196664,0.7037244295005569
p026826,0.9624639917227042
p106945,0.9485160552688491
p056997,0.8374774927838942
p048707,0.7991284148742365
p049393,0.9062565989963071
p029744,0.9429037185329803
p254903,0.9736235306290789
p137968,0.953486094419557
p167990,0.972510582785938
p024721,0.8797067405544523
p117630,0.4491087221323201
p051830,0.9280377768804049
p136585,0.8308330513744879
p089751,0.9441588964439024
p131552,0.870789592329008
p072309,0.4304505402874514
p087218,0.7802286540259359
p115313,0.41308825678555827
p104224,0.940746430929725
p061626,0.9638991778958665
p012000,0.9163752082095626
p091153,0.9691644459953436
p247255,0.9457587663881973
p241234,0.48786373754748374
p216123,0.9026801918180046
p206047,0.9670468310190495
p042087,0.9624842730477257
p020207,0.970669967569302
p254036,0.9460663174045096
p004083,0.8460918752199375
p127557,0.9077936513043271
p097962,0.9731626320614915
p189947,0.8072945824870204
p186106,0.8384012351123926
p253210,0.9611634748463432
p248708,0.9673143839459829
p178246,0.9375334508620281
p228978,0.8581165758766941
p035568,0.9386065664882215
p097664,0.87057232469444
p158443,0.9579761031928872
p067169,0.8684779102377315
p043477,0.9041574258884069
p013552,0.902046818213802
p004535,0.8796212423781309
p200154,0.9206406142367379
p195162,0.8528495781729187
p197342,0.9708388102032866
p181588,0.8064233911602612
p236836,0.9299018907197253
p157230,0.9661268631743207
p180852,0.8505632059803379
p148868,0.9239419813603963
p145811,0.8267194859208047
p094617,0.9361431857921882
p099327,0.8987173289664974
p201292,0.9629353404899754
p238540,0.8985400226996003
p077949,0.819523170253863
p247510,0.9661380375310882
p033076,0.9161398982537257
p256480,0.9244978727228359
p076769,0.663751064074139
p062521,0.8870696353919751
p076054,0.8354958329596395
p124278,0.9155988091194441
p206560,0.9672915279497708
p086388,0.9028256211777034
p135523,0.9276748238789478
p056186,0.5268419007173147
p135913,0.9752210303032157
p255466,0.7086510396318003
p011944,0.22330519864917756
p169028,0.8459070052939633
p007872,0.8745645651822704
p250842,0.9269003199592403
p135510,0.9580235971077322
p108985,0.8490635810287552
p245638,0.92103952017951
p034008,0.9526153287771304
p156741,0.9516933752331121
p230621,0.8936210265087304
p086259,0.966421896694772
p121630,0.7850039409387675
p090584,0.9548997298004176
p146782,0.946493848979087
p078643,0.8853844741055277
p050414,0.8803304534072367
p219184,0.7169355504564034
p229229,0.6279366741910126
p193613,0.4305706785018578
p117414,0.9380487077569463
p112114,0.9286283683715293
p209691,0.9630920632369477
p009360,0.9182729149220501
p254068,0.8973839843226619
p177866,0.8934519120531563
p173135,0.9511253935565019
p257491,0.9527748773903358
p064520,0.850210759946531
p064901,0.7175073831734732
p163146,0.9068405890588014
p150965,0.9513274967529505
p175930,0.906707279401423
p135491,0.8812524418976115
p111598,0.9514616191408157
p063022,0.8031668936009065
p225619,0.9438241284615068
p214363,0.34561243933626634
p259744,0.8899623287037753
p258350,0.8756952854746896
p022962,0.7209730391765998
p013411,0.9463473866821029
p009502,0.9578947940616009
p073028,0.948582632585371
p047973,0.9514341419161865
p104551,0.842395942163391
p217620,0.9167961586461149
p199884,0.6761154541475953
p124793,0.6997699154623154
p156660,0.8992615377593417
p098242,0.9562407694229231
p259010,0.5400846729508307
p086558,0.5667374961035362
p158022,0.9276419422595616
p202231,0.9729927606089592
p149156,0.9414458646756596
p029467,0.8493085960954116
p152032,0.6799714180203289
p122840,0.9629923546997026
p024645,0.611450378600964
p124167,0.9172785877564469
p241316,0.9022652666790923
p046379,0.837624202080999
p113280,0.930008549377971
p183113,0.7517125940693846
p038727,0.647909865936524
p100041,0.7555025459346101
p030392,0.935980353222439
p088141,0.9691071391086389
p212210,0.9314718312457695
p112526,0.8529019785050524
p014522,0.9696345812539346
p028621,0.8022673684867809
p108505,0.9701188951758446
p061556,0.9441343552105206
p218884,0.7784523797576574
p058425,0.9326414665245037
p192422,0.8863108380502072
p032720,0.9388569230241817
p068000,0.8962172670332414
p087904,0.9637176596890745
p199278,0.9503580875471661
p205243,0.9580121161301891
p140121,0.7875378472517692
p250008,0.9338651753225602
p224866,0.7992691311724958
p247101,0.9765899302725927
p258581,0.9220255246734691
p009757,0.8129599850338585
p064907,0.977865553514875
p245071,0.30813896312135114
p000726,0.8807744578365881
p215139,0.9487051137951379
p112968,0.9616362014926579
p175695,0.7840334493241967
p148311,0.8855573684057007
p156499,0.9782958297400871
p099284,0.9334163311472687
p132455,0.9773405030470046
p253487,0.7755815395883607
p120462,0.9744956712069994
p102609,0.6369611519244133
p160645,0.9530861057746991
p104179,0.9166241487207616
p000666,0.9672290257061038
p036209,0.786912844165181
p135102,0.970151008807161
p134193,0.9187590712795558
p175806,0.7976448551698831
p076194,0.8817538636780207
p254862,0.5703379567968444
p192299,0.939331165700116
p058811,0.77232785043125
p140571,0.8341210437420266
p053238,0.9133322593799427
p206579,0.7352688200639308
p160818,0.9290124949222651
p027854,0.9725950959266892
p116776,0.9302130537504318
p186365,0.9235023915819625
p165331,0.8921726699549358
p246564,0.775257440437894
p138124,0.9507337078352964
p110953,0.9496417840088027
p186214,0.9602144399524551
p044778,0.9113362478415941
p257962,0.9291389818900964
p084487,0.9750797865812787
p221290,0.9092862969178432
p181360,0.889557882582859
p114370,0.9064761435401744
p169726,0.7302358560038126
p088261,0.8979190310322351
p089733,0.885870956830502
p143200,0.9605379972720371
p089333,0.692364766627655
p067206,0.7858758699335696
p136629,0.8981803750319848
p123285,0.9741263719739919
p045613,0.9024721119596799
p091258,0.8512554053305182
p109990,0.8972395087817908
p034945,0.9692928087693179
p209215,0.8242467041158863
p180896,0.9320979220678268
p020986,0.8031728531343235
p029081,0.9725815298127962
p149371,0.97469255912969
p092316,0.8763703552672257
p248888,0.9604500603096844
p091658,0.6432377770821271
p032913,0.9402067615222389
p054741,0.9562135324092289
p088809,0.8361258416065972
p000884,0.9383156402372912
p250108,0.8709556900579484
p141013,0.9615403189503067
p223746,0.9144491756517285
p198971,0.9013912268533725
p210354,0.8953494684188639
p185480,0.8050807367574334
p020002,0.9712763446967981
p004176,0.943843876099711
p139424,0.7394801601870534
p133590,0.7154116424560788
p028969,0.3177987501288033
p056535,0.9184683017987603
p160239,0.8140371173226384
p107783,0.8686841646741597
p041410,0.9506344276290829
p012368,0.9247278330591119
p244769,0.9272802600236716
p212460,0.954816565627603
p219249,0.837289932096907
p148412,0.6891244186622872
p164417,0.9151396875865944
p142374,0.9427477663126107
p046842,0.9248406554133949
p076648,0.8751169245830266
p161830,0.7058520634964449
p014015,0.9808648201979796
p165474,0.6111249732798695
p056483,0.9607538118042245
p000532,0.8207328668622216
p194930,0.9217828582145181
p096974,0.7357893140049165
p017548,0.8945644527549133
p221036,0.9380838605708595
p243890,0.9600401917999404
p203836,0.9213210344422647
p179365,0.9604964845582732
p130248,0.7648881983625186
p256311,0.9578096701959428
p239758,0.9519066568152118
p051974,0.7928963339586756
p110368,0.9525650704834326
p194208,0.9664094847298159
p145258,0.9527200437385812
p199434,0.9201588455811729
p002850,0.9293915245749703
p222550,0.8546932883961906
p053816,0.90525041597646
p125835,0.9013168214844723
p164096,0.9655002630429482
p075105,0.959309806996196
p124229,0.9290767193147594
p093763,0.954910127068144
p094690,0.8297295841191807
p258365,0.852179880282885
p022588,0.9640946380155194
p242099,0.9708002406849292
p218124,0.5133634718916055
p213245,0.9751982842738034
p099429,0.7338608995632623
p159954,0.9153528940689158
p155453,0.9729185310394659
p198478,0.9174741413613774
p059565,0.980877771576367
p220176,0.9317541426829263
p175848,0.8669679942619657
p041405,0.9542225521171247
p197041,0.670506710274007
p253509,0.9157666586657106
p124739,0.9546824839101096
p118282,0.9107670328837475
p005286,0.6848639525391137
p246944,0.5611553074691805
p078030,0.8477238269042762
p013257,0.9086682270478958
p197157,0.9423402512919882
p257172,0.969050560942847
p083458,0.8322454702887667
p092170,0.9414409884905579
p195815,0.9809562389805526
p036972,0.9592663839158707
p001080,0.9059553670881577
p144625,0.8583704180879194
p010260,0.9651969993300277
p007734,0.868500807401286
p227563,0.8834437152071425
p225936,0.7670653056480171
p119988,0.6766569433900707
p196189,0.6960771482007886
p180227,0.4419728070724337
p176336,0.9769129573835944
p163516,0.9438853491206647
p157886,0.9582742203822253
p144904,0.9443702814788356
p129205,0.8922472027763237
p043372,0.9360653034630946
p110068,0.6420240092700213
p007341,0.9183411394000313
p228272,0.884377837735203
p050657,0.8596852905156132
p018289,0.9711851303686923
p253075,0.9591065081366381
p035816,0.9450888748163211
p116074,0.9769868467544812
p245626,0.8487373780738308
p226048,0.7122012270055634
p245435,0.9180225213043869
p134914,0.8302753757755976
p061557,0.8846050004239551
p037533,0.8736738984054858
p090538,0.8021918480450555
p007729,0.8022019628134116
p169881,0.9696718012598728
p012192,0.6670487153021276
p239204,0.9718344618920242
p245090,0.9749501560893897
p007251,0.8218470746436483
p230912,0.9603839797393947
p007283,0.7601914238477033
p238895,0.914473206038862
p011941,0.7616743269876743
p214398,0.9506851693282746
p214516,0.5489377661830923
p125508,0.9297154242210611
p153948,0.9567614053690006
p006182,0.6774435836520432
p187280,0.7788899090241617
p048932,0.6832078467059015
p066118,0.9583954950813098
p096752,0.9153631194431565
p085233,0.8013116696917854
p205770,0.9272963522235717
p159463,0.9145295989375553
p074489,0.9820594913841967
p046662,0.9365154137876427
p157897,0.8670617451958449
p025188,0.9721751120493816
p023274,0.9010732040786038
p164405,0.9335788538739784
p142465,0.9231676848581687
p111439,0.7571171684574092
p064680,0.9779774434307074
p142809,0.9515977325480096
p006247,0.9545549611600089
p096942,0.8489096797709322
p006643,0.9585318946289026
p011099,0.9316088600951369
p053046,0.9556245530758435
p092138,0.891781792221335
p249750,0.6234521208137239
p109566,0.9524393738266786
p195570,0.8762769809801044
p152325,0.5597309801648737
p184563,0.958816759074522
p257519,0.8838662480000681
p239603,0.9663899070691204
p100017,0.6377257754948692
p032737,0.9243579386835222
p251043,0.7842978216913915
p041341,0.5747626698668162
p153867,0.9694131831449957
p163754,0.8912350721692748
p114663,0.9422157262343477
p119245,0.9036338587649944
p026989,0.9388769065769745
p234149,0.901567977739853
p086050,0.9202885751351483
p015894,0.8584123049384841
p149358,0.46637576984486895
p215530,0.9409965662271409
p019705,0.9535939307016698
p164001,0.9338428493335016
p149741,0.9767643355843368
p241012,0.9493852639791779
p236428,0.936259179478806
p254247,0.789754042465567
p088054,0.8368306090129061
p165236,0.9111927587120648
p075408,0.7065004859572016
p245303,0.7918139780720332
p218679,0.9044763669763543
p186795,0.8892230764785156
p047683,0.9286757506141592
p090548,0.9256371562903889
p210440,0.9684523518955528
p065716,0.396775270475412
p055864,0.9038247735975379
p189758,0.33851598324606136
p125661,0.7353703111576149
p098104,0.9075209741533868
p195543,0.924371841716982
p192258,0.8733510995957137
p220168,0.9767151969845667
p085191,0.3509733172202462
p086029,0.8539735718861265
p022535,0.7658189856292499
p007921,0.9330196855139314
p074011,0.8854467780133859
p013199,0.949204371370014
